order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
68,9579,2025-05-28,9,4,45.22,180.88,Completed,2025-05-30
69,5169,2025-09-08,455,8,1606.65,12853.20,Completed,2025-09-10
70,3278,2024-08-25,190,9,1181.83,10636.47,Cancelled,
71,1953,2024-03-24,236,2,1950.20,3900.40,Completed,2024-03-27
72,2785,2025-11-30,84,1,1387.75,1387.75,Completed,2025-12-03
73,7958,2025-09-25,207,8,1586.71,12693.68,Pending,
74,6136,2025-09-16,300,5,1981.49,9907.45,Pending,
75,6329,2023-08-12,243,7,45.69,319.83,Cancelled,
76,3432,2023-05-18,11,10,1535.47,15354.70,Completed,2023-05-19
77,8577,2023-07-10,451,3,1786.35,5359.05,Pending,
78,2430,2023-09-25,284,6,1125.76,6754.56,Pending,
79,4877,2025-03-25,118,7,655.28,4586.96,Cancelled,
80,616,2025-04-13,385,4,1176.53,4706.12,Pending,
81,9249,2023-05-08,194,6,1351.05,8106.30,Pending,
82,451,2024-08-06,293,6,1455.89,8735.34,Completed,2024-08-06
83,9034,2025-04-24,465,6,909.93,5459.58,Pending,
84,6938,2024-12-17,402,9,1455.95,13103.55,Pending,
85,2672,2025-09-05,325,5,1600.12,8000.60,Completed,2025-09-06
86,5312,2023-08-31,114,2,1592.73,3185.46,Completed,2023-08-31
87,6404,2025-02-27,96,3,1961.61,5884.83,Pending,
88,7881,2023-10-05,473,7,719.74,5038.18,Pending,
89,4116,2024-01-28,490,3,1500.35,4501.05,Pending,
90,7620,2024-04-02,456,3,1210.84,3632.52,Completed,2024-04-04
91,5247,2025-07-05,350,2,1211.15,2422.30,Pending,
92,4975,2023-01-26,492,7,999.85,6998.95,Cancelled,
93,4063,2023-10-15,444,7,1831.96,12823.72,Cancelled,
94,4557,2024-02-21,226,9,991.48,8923.32,Cancelled,
95,8981,2025-02-06,384,3,28.68,86.04,Pending,
96,4313,2024-11-13,7,9,27.21,244.89,Pending,
97,912,2025-02-11,476,1,123.57,123.57,Pending,
98,6904,2023-02-19,,3,368.92,1106.76,Cancelled,
99,3918,2024-05-01,100,1,1324.98,1324.98,Pending,
100,2014,2023-01-19,430,7,1364.57,9551.99,Completed,2023-01-21
101,4313,2025-12-14,52,8,1539.18,12313.44,Cancelled,
102,9040,2023-01-20,168,4,768.49,3073.96,Cancelled,
103,5614,2025-08-01,81,3,45.70,137.10,Cancelled,
104,901,2023-12-23,257,10,1196.73,11967.30,Cancelled,
105,2060,2023-10-07,323,8,10.54,84.32,Completed,2023-10-07
106,6475,2024-08-01,198,8,301.62,2412.96,Pending,
107,977,2023-10-22,414,8,1540.49,12323.92,Cancelled,
108,6769,2023-10-07,459,9,619.37,5574.33,Completed,2023-10-08
109,7197,2023-09-08,273,2,1853.40,3706.80,Completed,2023-09-08
110,3717,2025-02-27,232,9,92.99,836.91,Cancelled,
111,1039,2023-07-29,148,6,789.86,4739.16,Cancelled,
112,8614,2025-02-27,127,8,208.15,1665.20,Cancelled,
113,7826,2024-10-23,362,6,171.33,1027.98,Pending,
114,1259,2023-09-19,496,3,880.47,2641.41,Pending,
115,670,2023-09-12,490,5,1500.35,7501.75,Pending,
116,6852,2024-07-30,108,9,1817.91,16361.19,Pending,
117,7687,2023-02-05,77,2,336.27,672.54,Cancelled,
118,4920,2023-10-09,429,5,561.88,2809.40,Pending,
119,5484,2024-12-02,351,5,440.38,2201.90,Completed,2024-12-05
120,6584,2025-10-29,452,4,1321.46,5285.84,Cancelled,
121,2599,2025-01-15,171,9,1697.87,15280.83,Pending,
122,1034,2024-11-30,352,9,215.99,1943.91,Cancelled,
123,9473,2025-02-09,134,9,1635.69,14721.21,Pending,
124,1543,2024-10-01,184,7,1301.57,9110.99,Completed,2024-10-02
125,4266,2024-01-26,443,10,154.58,1545.80,Completed,2024-01-26
126,94,2025-12-27,364,5,76.95,384.75,Cancelled,
127,4835,2023-07-09,403,2,548.98,1097.96,Completed,2023-07-11
128,1318,2024-02-15,96,1,1961.61,1961.61,Pending,
129,4194,2025-08-07,427,7,1821.20,12748.40,Completed,2025-08-08
130,7930,2024-09-13,399,2,1048.35,2096.70,Pending,
131,1339,2023-09-28,126,3,1269.87,3809.61,Completed,2023-10-01
132,103,2024-01-30,481,8,529.79,4238.32,Completed,2024-01-30
133,2875,2025-02-11,476,10,123.57,1235.70,Pending,
134,134,2023-12-30,319,10,341.87,3418.70,Cancelled,
135,4195,2024-12-03,402,9,1455.95,13103.55,Completed,2024-12-06
136,4115,2025-04-28,186,9,442.11,3978.99,Pending,
137,6356,2023-01-17,67,5,1926.16,9630.80,Pending,
138,4460,2024-12-06,106,10,1687.85,16878.50,Completed,2024-12-06
139,2546,2025-07-23,118,4,655.28,2621.12,Pending,
140,6900,2024-02-04,71,4,1882.38,7529.52,Pending,
141,9723,2025-12-16,214,8,1085.83,8686.64,Pending,
142,9257,2025-11-12,317,3,301.50,904.50,Completed,2025-11-14
143,5169,2025-09-04,21,10,561.56,5615.60,Completed,2025-09-07
144,4185,2024-12-21,42,2,551.98,1103.96,Pending,
145,4786,2023-12-17,110,5,963.34,4816.70,Cancelled,
146,9960,2023-05-26,364,2,76.95,153.90,Completed,2023-05-26
147,5257,2023-05-02,262,5,1630.45,8152.25,Pending,
148,1031,2023-11-22,49,9,1814.56,16331.04,Cancelled,
149,3181,2024-09-05,63,3,1758.07,5274.21,Pending,
150,8472,2024-06-29,484,3,636.57,1909.71,Pending,
151,9840,2025-04-09,64,6,1592.29,9553.74,Pending,
152,5567,2025-02-16,158,2,1026.84,2053.68,Cancelled,
153,3227,2023-02-11,382,8,393.26,3146.08,Completed,2023-02-13
154,4776,2024-05-08,396,1,1636.82,1636.82,Completed,2024-05-11
155,8913,2024-01-10,417,7,1068.02,7476.14,Completed,2024-01-13
156,3757,2024-08-05,268,4,1312.73,5250.92,Cancelled,
157,410,2024-12-04,380,1,92.97,92.97,Pending,
158,7257,2025-03-11,151,2,963.65,1927.30,Cancelled,
159,136,2024-08-01,97,8,705.66,5645.28,Completed,2024-08-04
160,4867,2023-05-27,210,7,190.91,1336.37,Cancelled,
161,4106,2023-10-15,458,5,1994.27,9971.35,Completed,2023-10-15
162,6699,2023-03-03,283,1,1713.30,1713.30,Cancelled,
163,1866,2024-08-25,370,7,1716.54,12015.78,Pending,
164,8541,2025-08-07,353,1,1716.31,1716.31,Pending,
165,4290,2023-04-16,359,5,1478.55,7392.75,Completed,2023-04-19
166,8546,2023-04-26,251,2,622.17,1244.34,Completed,2023-04-27
167,1416,2024-03-14,489,6,103.34,620.04,Pending,
168,3890,2024-04-18,444,5,1831.96,9159.80,Completed,2024-04-21
169,7208,2023-02-26,293,8,1455.89,11647.12,Pending,
170,3458,2023-01-04,149,4,358.08,1432.32,Cancelled,
171,4639,2024-09-08,131,8,250.67,2005.36,Pending,
172,2893,2025-01-18,407,4,265.89,1063.56,Cancelled,
173,4425,2024-01-20,268,8,1312.73,10501.84,Completed,2024-01-23
174,5422,2024-05-18,73,10,552.13,5521.30,Pending,
175,7929,2023-07-25,437,1,742.71,742.71,Cancelled,
176,6504,2024-03-29,345,1,1501.75,1501.75,Cancelled,
177,8326,2023-02-13,250,3,991.43,2974.29,Cancelled,
178,7395,2025-06-19,423,4,1959.81,7839.24,Pending,
179,8362,2025-03-21,132,4,266.07,1064.28,Pending,
180,3574,2025-04-01,64,3,1592.29,4776.87,Cancelled,
181,5274,2025-06-11,113,1,1658.83,1658.83,Cancelled,
182,9053,2024-11-30,403,1,548.98,548.98,Pending,
183,4764,2024-07-04,331,8,134.73,1077.84,Completed,2024-07-04
184,2384,2024-04-14,78,5,1384.49,6922.45,Cancelled,
185,1325,2025-02-14,16,5,475.63,2378.15,Cancelled,
186,293,2024-07-09,9,8,45.22,361.76,Cancelled,
187,7610,2023-01-26,471,4,1287.24,5148.96,Completed,2023-01-28
188,2243,2025-11-20,394,5,443.05,2215.25,Pending,
189,9667,2023-09-08,151,10,963.65,9636.50,Completed,2023-09-09
190,5207,2023-05-27,156,5,1313.65,6568.25,Completed,2023-05-29
191,6468,2025-05-14,471,7,1287.24,9010.68,Cancelled,
192,1281,2024-10-16,29,1,584.14,584.14,Pending,
193,7625,2025-05-20,454,2,924.29,1848.58,Cancelled,
194,7042,2025-04-21,160,8,615.46,4923.68,Pending,
195,9400,2023-03-19,41,3,18.47,55.41,Cancelled,
196,7879,2023-09-01,335,3,1341.59,4024.77,Cancelled,
197,2103,2024-09-22,457,7,1694.23,11859.61,Pending,
198,334,2025-08-30,128,2,1753.39,3506.78,Pending,
199,1511,2025-12-30,95,9,1958.99,17630.91,Completed,2025-12-30
200,3715,2024-01-31,263,7,1398.36,9788.52,Cancelled,
201,8867,2024-01-03,77,2,336.27,672.54,Completed,2024-01-05
202,9762,2023-01-28,494,10,1687.27,16872.70,Pending,
203,2961,2024-01-10,76,8,1014.14,8113.12,Completed,2024-01-13
204,6231,2024-07-14,272,2,1142.48,2284.96,Cancelled,
205,4544,2024-10-25,137,5,71.16,355.80,Completed,2024-10-26
206,4098,2024-10-20,73,7,552.13,3864.91,Cancelled,
207,1744,2025-05-17,277,2,1275.44,2550.88,Cancelled,
208,4682,2023-01-02,317,10,301.50,3015.00,Cancelled,
209,7324,2023-07-24,418,4,1941.61,7766.44,Completed,2023-07-25
210,3868,2023-12-24,134,5,1635.69,8178.45,Completed,2023-12-27
211,7223,2024-07-12,486,4,203.77,815.08,Pending,
212,92,2025-09-15,378,2,548.20,1096.40,Pending,
213,4813,2025-11-15,13,5,1408.60,7043.00,Pending,
214,5735,2024-11-06,21,10,561.56,5615.60,Cancelled,
215,6859,2025-03-24,329,6,1983.29,11899.74,Pending,
216,6270,2023-12-05,273,8,1853.40,14827.20,Pending,
217,3777,2023-11-14,287,1,1715.86,1715.86,Completed,2023-11-17
218,5266,2023-12-13,186,1,442.11,442.11,Completed,2023-12-14
219,5124,2025-07-29,487,10,1892.16,18921.60,Cancelled,
220,1716,2024-03-21,447,2,644.93,1289.86,Pending,
221,4862,2023-09-17,429,6,561.88,3371.28,Pending,
222,1304,2025-12-31,227,2,1765.53,3531.06,Cancelled,
223,8034,2023-09-10,270,6,1976.78,11860.68,Cancelled,
224,744,2025-03-30,209,1,1075.19,1075.19,Pending,
225,9805,2024-11-21,45,6,1505.85,9035.10,Cancelled,
226,2262,2024-03-23,254,7,1121.40,7849.80,Pending,
227,8541,2023-02-10,400,6,826.36,4958.16,Completed,2023-02-10
228,3434,2025-10-24,66,6,41.39,248.34,Cancelled,
229,2187,2023-06-12,356,1,1747.88,1747.88,Completed,2023-06-12
230,2790,2023-10-27,314,7,91.42,639.94,Cancelled,
231,1696,2023-01-31,279,8,1889.84,15118.72,Pending,
232,5329,2025-09-07,227,3,1765.53,5296.59,Pending,
233,3929,2025-02-04,292,10,1680.19,16801.90,Completed,2025-02-05
234,4486,2024-06-22,447,9,644.93,5804.37,Pending,
235,5564,2025-11-26,453,6,153.94,923.64,Completed,2025-11-27
236,7617,2023-12-12,112,3,278.79,836.37,Cancelled,
237,5257,2024-05-15,417,6,1068.02,6408.12,Cancelled,
238,2602,2023-04-25,375,5,552.27,2761.35,Cancelled,
239,9846,2025-10-21,438,5,847.12,4235.60,Cancelled,
240,2593,2023-09-12,210,9,190.91,1719.19,Completed,2023-09-13
241,7189,2025-10-26,23,5,844.27,4221.35,Pending,
242,6001,2024-07-14,40,1,733.85,733.85,Cancelled,
243,3359,2025-10-13,413,1,1162.41,1162.41,Completed,2025-10-15
244,2586,2023-03-09,427,6,1821.20,10927.20,Pending,
245,2762,2024-11-07,370,2,1716.54,3433.08,Completed,2024-11-09
246,387,2025-12-07,412,2,519.28,1038.56,Pending,
247,4935,2024-03-20,360,1,214.05,214.05,Pending,
248,1730,2024-05-11,451,1,1786.35,1786.35,Completed,2024-05-11
249,8487,2024-12-30,336,10,1943.78,19437.80,Completed,2025-01-01
250,7465,2023-12-01,46,1,1870.09,1870.09,Cancelled,
251,5582,2023-08-06,327,3,375.18,1125.54,Pending,
252,651,2023-07-19,392,7,1474.45,10321.15,Pending,
253,5831,2025-12-03,499,4,93.02,372.08,Cancelled,
254,1407,2024-04-18,352,10,215.99,2159.90,Cancelled,
255,2465,2025-07-14,47,1,1577.81,1577.81,Pending,
256,5890,2025-12-03,390,10,1207.41,12074.10,Completed,2025-12-04
257,7418,2025-09-08,439,5,1516.84,7584.20,Completed,2025-09-10
258,7524,2025-02-07,378,1,548.20,548.20,Cancelled,
259,9149,2024-06-15,202,1,1967.89,1967.89,Completed,2024-06-17
260,6056,2025-03-09,251,10,622.17,6221.70,Cancelled,
261,3655,2023-10-31,180,7,348.67,2440.69,Cancelled,
262,7245,2025-12-19,321,4,15.28,61.12,Cancelled,
263,5703,2024-11-28,260,6,375.84,2255.04,Cancelled,
264,2188,2025-03-05,91,3,1952.93,5858.79,Cancelled,
265,4738,2025-11-22,374,4,1219.51,4878.04,Pending,
266,7639,2025-08-24,127,4,208.15,832.60,Cancelled,
267,2659,2024-02-28,178,9,1706.96,15362.64,Cancelled,
268,9267,2023-12-05,208,4,611.87,2447.48,Cancelled,
269,7980,2023-06-25,1,1,14.73,14.73,Pending,
270,2704,2024-10-20,466,4,1207.00,4828.00,Cancelled,
271,4649,2023-02-19,345,4,1501.75,6007.00,Completed,2023-02-22
272,5958,2023-06-23,44,10,1987.65,19876.50,Cancelled,
273,2863,2024-12-14,278,2,1215.12,2430.24,Pending,
274,7016,2024-02-15,54,1,939.47,939.47,Pending,
275,2621,2023-03-12,104,1,1232.37,1232.37,Pending,
276,388,2023-02-12,477,3,449.52,1348.56,Cancelled,
277,6879,2024-07-26,428,1,1281.51,1281.51,Pending,
278,5819,2025-10-30,274,6,1798.96,10793.76,Completed,2025-10-31
279,,2025-08-04,114,8,1592.73,12741.84,Pending,
280,6843,2024-08-18,348,7,987.68,6913.76,Pending,
281,6309,2024-08-29,103,9,1467.13,13204.17,Cancelled,
282,1324,2023-12-09,229,8,1720.05,13760.40,Cancelled,
283,3751,2024-07-15,190,9,1181.83,10636.47,Pending,
284,6171,2023-06-25,204,2,830.59,1661.18,Completed,2023-06-28
285,7970,2024-01-18,174,8,547.71,4381.68,Cancelled,
286,144,2023-02-22,289,7,471.56,3300.92,Pending,
287,9161,2023-12-30,486,1,203.77,203.77,Completed,2024-01-02
288,7542,2023-07-15,435,2,36.24,72.48,Pending,
289,9208,2023-05-23,191,9,221.39,1992.51,Pending,
290,1614,2023-02-18,59,10,553.73,5537.30,Pending,
291,7937,2025-07-04,180,5,348.67,1743.35,Pending,
292,2653,2024-05-07,128,2,1753.39,3506.78,Completed,2024-05-08
293,3601,2024-04-30,479,9,1219.91,10979.19,Cancelled,
294,6419,2025-01-03,206,3,151.54,454.62,Completed,2025-01-06
295,6423,2023-09-17,281,9,457.98,4121.82,Completed,2023-09-19
296,4636,2024-08-23,269,7,1222.87,8560.09,Pending,
297,9363,2025-05-31,118,3,655.28,1965.84,Pending,
298,6147,2025-01-26,154,7,385.18,2696.26,Completed,2025-01-27
299,5489,2025-05-30,472,3,1927.65,5782.95,Completed,2025-05-30
300,2993,2023-04-04,423,10,1959.81,19598.10,Cancelled,
301,460,2024-05-05,410,3,344.23,1032.69,Cancelled,
302,4402,2023-06-02,147,6,551.59,3309.54,Completed,2023-06-05
303,5727,2023-06-30,131,2,250.67,501.34,Cancelled,
304,5639,2024-05-19,355,2,359.74,719.48,Completed,2024-05-21
305,2561,2025-01-04,497,10,1279.00,12790.00,Pending,
306,5724,2023-06-30,68,7,508.35,3558.45,Completed,2023-06-30
307,6135,2024-11-09,497,2,1279.00,2558.00,Pending,
308,9944,2024-05-23,372,5,468.21,2341.05,Pending,
309,877,2025-02-14,148,9,789.86,7108.74,Completed,2025-02-16
310,6398,2025-12-31,408,7,1642.94,11500.58,Completed,2026-01-02
311,5241,2023-07-12,404,2,962.82,1925.64,Pending,
312,3498,2023-12-30,78,5,1384.49,6922.45,Completed,2024-01-01
313,7481,2024-01-11,309,3,52.42,157.26,Pending,
314,7603,2023-01-20,434,2,367.15,734.30,Completed,2023-01-23
315,2965,2023-10-25,158,8,1026.84,8214.72,Pending,
316,3287,2023-01-25,62,3,1593.31,4779.93,Cancelled,
317,6358,2023-05-06,454,10,924.29,9242.90,Completed,2023-05-08
318,3076,2024-04-01,256,3,600.66,1801.98,Cancelled,
319,5245,2025-08-24,445,2,1200.20,2400.40,Cancelled,
320,4869,2023-06-07,132,8,266.07,2128.56,Pending,
321,6770,2023-03-09,205,2,1271.53,2543.06,Completed,2023-03-12
322,3659,2025-02-10,275,5,727.93,3639.65,Pending,
323,5894,2023-01-16,79,7,641.21,4488.47,Cancelled,
324,1812,2024-12-21,67,6,1926.16,11556.96,Cancelled,
325,2578,2023-02-14,286,2,1043.56,2087.12,Cancelled,
326,7783,2023-09-08,100,9,1324.98,11924.82,Cancelled,
327,4519,2024-08-10,361,1,1507.66,1507.66,Pending,
328,464,2025-05-08,79,4,641.21,2564.84,Completed,2025-05-09
329,1234,2024-03-23,207,4,1586.71,6346.84,Cancelled,
330,7654,2025-05-02,284,5,1125.76,5628.80,Pending,
331,971,2025-11-24,264,9,753.26,6779.34,Completed,2025-11-26
332,8819,2023-05-06,385,8,1176.53,9412.24,Cancelled,
333,6782,2023-02-20,149,9,358.08,3222.72,Cancelled,
334,9811,2024-09-23,156,10,1313.65,13136.50,Pending,
335,4413,2025-03-12,121,9,1854.46,16690.14,Cancelled,
336,1942,2023-11-25,475,1,355.01,355.01,Completed,2023-11-25
337,2751,2025-12-18,295,3,1775.12,5325.36,Pending,
338,2130,2023-05-29,97,1,705.66,705.66,Pending,
339,9263,2023-06-26,170,6,710.40,4262.40,Cancelled,
340,9108,2024-01-08,77,1,336.27,336.27,Completed,2024-01-09
341,9167,2024-09-07,61,4,967.23,3868.92,Completed,2024-09-08
342,4435,2023-02-06,433,3,1322.64,3967.92,Pending,
343,8699,2024-04-25,483,10,647.42,6474.20,Pending,
344,9442,2024-07-23,17,5,791.86,3959.30,Pending,
345,724,2023-04-04,89,10,1339.32,13393.20,Cancelled,
346,3384,2025-04-06,170,9,710.40,6393.60,Completed,2025-04-06
347,1077,2024-02-05,481,3,529.79,1589.37,Pending,
348,2365,2024-12-16,228,10,1703.08,17030.80,Pending,
349,4399,2025-10-23,280,6,1519.36,9116.16,Pending,
350,5228,2025-02-28,474,3,1160.82,3482.46,Cancelled,
351,8733,2024-12-15,422,6,986.64,5919.84,Cancelled,
352,6124,2024-03-26,424,8,1035.06,8280.48,Pending,
353,9712,2023-08-20,51,3,945.60,2836.80,Pending,
354,3264,2023-05-03,473,9,719.74,6477.66,Completed,2023-05-03
355,7637,2024-12-22,229,9,1720.05,15480.45,Cancelled,
356,8938,2023-05-12,27,3,767.15,2301.45,Cancelled,
357,3395,2023-11-03,251,5,622.17,3110.85,Completed,2023-11-05
358,5594,2025-10-03,64,8,1592.29,12738.32,Cancelled,
359,6448,2024-08-06,8,9,236.22,2125.98,Completed,2024-08-06
360,771,2023-03-27,378,4,548.20,2192.80,Pending,
361,78,2025-02-07,221,9,1196.05,10764.45,Pending,
362,7028,2023-09-26,291,7,43.27,302.89,Completed,2023-09-29
363,1199,2025-01-03,344,5,93.65,468.25,Pending,
364,7112,2024-03-05,372,6,468.21,2809.26,Cancelled,
365,555,2025-01-30,178,9,1706.96,15362.64,Completed,2025-01-31
366,5237,2023-05-25,267,3,1167.45,3502.35,Pending,
367,2461,2023-12-05,58,4,332.16,1328.64,Completed,2023-12-05
368,2085,2023-07-11,174,8,547.71,4381.68,Completed,2023-07-11
369,6547,2024-11-11,238,2,1532.93,3065.86,Pending,
370,4368,2023-02-26,232,5,92.99,464.95,Cancelled,
371,5279,2025-03-25,192,6,778.27,4669.62,Pending,
372,4075,2024-10-17,390,8,1207.41,9659.28,Completed,2024-10-19
373,2007,2025-02-03,440,6,1178.62,7071.72,Cancelled,
374,4369,2023-07-22,169,10,1450.78,14507.80,Completed,2023-07-24
375,2693,2023-02-20,355,10,359.74,3597.40,Pending,
376,1987,2023-06-22,411,2,1332.52,2665.04,Cancelled,
377,4985,2025-06-20,323,2,10.54,21.08,Cancelled,
378,8428,2023-08-19,376,2,285.81,571.62,Cancelled,
379,2447,2023-01-09,260,9,375.84,3382.56,Completed,2023-01-09
380,4788,2025-10-12,391,6,631.73,3790.38,Completed,2025-10-15
381,3409,2024-01-06,1,8,14.73,117.84,Completed,2024-01-08
382,6706,2024-12-12,148,1,789.86,789.86,Pending,
383,5395,2025-10-26,372,1,468.21,468.21,Pending,
384,2839,2024-12-16,435,2,36.24,72.48,Cancelled,
385,2169,2024-06-23,477,10,449.52,4495.20,Completed,2024-06-24
386,6526,2025-09-15,422,8,986.64,7893.12,Completed,2025-09-18
387,1373,2024-08-22,37,2,1669.86,3339.72,Pending,
388,3432,2024-05-27,382,10,393.26,3932.60,Cancelled,
389,8271,2023-01-25,163,5,165.66,828.30,Cancelled,
390,4971,2023-01-28,104,4,1232.37,4929.48,Pending,
391,5521,2023-12-11,321,5,15.28,76.40,Cancelled,
392,5578,2025-12-28,473,6,719.74,4318.44,Pending,
393,7967,2023-04-30,284,1,1125.76,1125.76,Completed,2023-04-30
394,7966,2024-06-29,386,8,275.26,2202.08,Cancelled,
395,7761,2024-07-23,474,5,1160.82,5804.10,Cancelled,
396,6507,2025-02-10,85,6,505.47,3032.82,Cancelled,
397,5077,2025-05-25,176,3,709.30,2127.90,Completed,2025-05-28
398,4160,2025-06-15,11,7,1535.47,10748.29,Cancelled,
399,6982,2024-12-30,119,1,1339.28,1339.28,Cancelled,
400,647,2023-12-19,233,4,612.09,2448.36,Cancelled,
401,4283,2024-12-20,394,10,443.05,4430.50,Completed,2024-12-20
402,919,2025-03-13,222,5,1905.25,9526.25,Completed,2025-03-15
403,1592,2024-03-22,244,5,1217.78,6088.90,Pending,
404,6106,2025-03-02,358,5,1902.28,9511.40,Completed,2025-03-04
405,7295,2023-04-05,497,2,1279.00,2558.00,Completed,2023-04-06
406,2620,2024-09-18,126,9,1269.87,11428.83,Pending,
407,661,2025-03-05,242,2,183.08,366.16,Pending,
408,7339,2024-06-11,426,9,1500.04,13500.36,Cancelled,
409,7220,2025-04-27,270,7,1976.78,13837.46,Cancelled,
410,3466,2024-03-25,448,3,1981.98,5945.94,Pending,
411,5800,2023-06-21,71,6,1882.38,11294.28,Completed,2023-06-21
412,9644,2023-06-18,37,6,1669.86,10019.16,Completed,2023-06-19
413,2141,2024-01-21,119,1,1339.28,1339.28,Cancelled,
414,2630,2025-08-24,403,4,548.98,2195.92,Pending,
415,5456,2025-07-20,270,3,1976.78,5930.34,Completed,2025-07-21
416,1128,2024-11-29,249,8,930.26,7442.08,Completed,2024-12-02
417,2468,2024-01-04,299,4,1501.00,6004.00,Completed,2024-01-05
418,6543,2023-12-28,284,10,1125.76,11257.60,Completed,2023-12-29
419,1609,2023-01-13,205,3,1271.53,3814.59,Completed,2023-01-15
420,1767,2024-10-16,189,7,1411.57,9880.99,Cancelled,
421,8669,2025-02-05,107,4,122.95,491.80,Pending,
422,2063,2024-06-27,394,5,443.05,2215.25,Pending,
423,826,2024-08-28,8,8,236.22,1889.76,Pending,
424,2244,2025-07-13,19,1,1518.26,1518.26,Cancelled,
425,882,2023-03-12,266,10,537.94,5379.40,Completed,2023-03-13
426,7574,2024-08-11,448,10,1981.98,19819.80,Cancelled,
