product_id,product_name,category,price,cost,stock_quantity,reorder_level
91,Synthetic Product 0091,Accessories,1952.93,29.80,759,42
92,Synthetic Product 0092,Accessories,681.10,260.56,647,68
93,Synthetic Product 0093,Home,1085.28,481.58,128,6
94,Synthetic Product 0094,Sports,1937.96,278.75,589,25
95,Synthetic Product 0095,Accessories,1958.99,1684.56,453,92
96,Synthetic Product 0096,Sports,1961.61,879.18,115,33
97,Synthetic Product 0097,Electronics,705.66,327.64,296,81
98,Synthetic Product 0098,Accessories,992.54,64.18,871,80
99,Synthetic Product 0099,Home,119.94,13.74,902,7
100,Synthetic Product 0100,Home,1324.98,887.82,267,67
101,Synthetic Product 0101,Home,525.66,300.17,21,62
102,Synthetic Product 0102,Electronics,1212.94,246.44,127,54
103,Synthetic Product 0103,Office,1467.13,591.35,320,83
104,Synthetic Product 0104,Sports,1232.37,487.36,116,82
105,Synthetic Product 0105,Accessories,398.47,314.36,347,22
106,Synthetic Product 0106,Home,1687.85,739.61,22,16
107,Synthetic Product 0107,Accessories,122.95,33.48,74,50
108,Synthetic Product 0108,Home,1817.91,1209.31,729,31
109,Synthetic Product 0109,Office,814.41,455.85,697,24
110,Synthetic Product 0110,Office,963.34,311.15,551,44
111,Synthetic Product 0111,Office,425.42,313.42,599,75
112,Synthetic Product 0112,Electronics,278.79,207.54,785,31
113,Synthetic Product 0113,Accessories,1658.83,972.76,111,64
114,Synthetic Product 0114,Office,1592.73,146.66,866,58
115,Synthetic Product 0115,Sports,invalid-decimal,724.79,876,44
116,Synthetic Product 0116,Accessories,291.32,80.46,543,15
117,Synthetic Product 0117,Accessories,915.85,639.96,640,65
118,Synthetic Product 0118,Electronics,655.28,538.30,766,72
119,Synthetic Product 0119,Home,1339.28,34.66,970,73
120,Synthetic Product 0120,Home,1007.50,677.01,126,86
121,Synthetic Product 0121,Home,1854.46,1722.52,805,22
122,Synthetic Product 0122,Accessories,1953.53,903.64,317,38
123,Synthetic Product 0123,Office,1599.48,863.76,759,95
124,Synthetic Product 0124,Sports,434.75,418.10,391,5
125,Synthetic Product 0125,Sports,9.33,3.48,725,92
126,Synthetic Product 0126,Home,1269.87,52.79,646,37
127,Synthetic Product 0127,Office,208.15,122.38,609,58
128,Synthetic Product 0128,Sports,1753.39,873.43,129,45
129,Synthetic Product 0129,Accessories,1890.15,1476.88,905,90
130,Synthetic Product 0130,Accessories,544.26,2.80,-1,67
131,Synthetic Product 0131,Office,250.67,178.80,668,83
132,Synthetic Product 0132,Office,266.07,96.03,866,46
133,Synthetic Product 0133,Home,1988.08,177.38,519,51
134,Synthetic Product 0134,Electronics,1635.69,679.19,742,27
135,Synthetic Product 0135,Sports,1752.51,601.36,409,37
136,Synthetic Product 0136,Sports,1527.25,1403.76,750,15
137,Synthetic Product 0137,Office,71.16,23.06,603,96
138,Synthetic Product 0138,Office,1809.56,1264.91,716,78
139,Synthetic Product 0139,Office,1247.62,1071.99,135,43
140,Synthetic Product 0140,Office,838.73,427.18,99,13
141,Synthetic Product 0141,Home,267.83,248.96,95,96
142,Synthetic Product 0142,Electronics,1629.68,1243.58,598,55
143,Synthetic Product 0143,Accessories,275.49,87.84,592,51
144,Synthetic Product 0144,Home,1092.97,2.99,465,67
145,Synthetic Product 0145,Sports,895.94,644.55,315,64
146,Synthetic Product 0146,Sports,1214.78,415.09,774,35
147,Synthetic Product 0147,Home,551.59,245.80,-1,55
148,Synthetic Product 0148,Home,789.86,387.98,989,54
149,Synthetic Product 0149,Office,358.08,232.49,158,68
150,Synthetic Product 0150,Home,990.13,153.61,invalid-integer,15
151,Synthetic Product 0151,Office,963.65,276.37,385,44
152,Synthetic Product 0152,Electronics,1495.89,1463.53,617,100
153,Synthetic Product 0153,Electronics,806.98,492.64,175,40
154,Synthetic Product 0154,Electronics,385.18,163.59,494,71
155,Synthetic Product 0155,Sports,1716.27,1551.05,945,69
156,Synthetic Product 0156,Home,1313.65,40.95,928,8
157,Synthetic Product 0157,Office,721.90,538.79,650,11
158,Synthetic Product 0158,Accessories,1026.84,358.13,6,61
159,Synthetic Product 0159,Office,76.01,7.34,68,70
160,Synthetic Product 0160,Electronics,615.46,18.93,378,65
161,Synthetic Product 0161,Home,918.88,527.04,41,62
162,Synthetic Product 0162,Sports,368.92,266.31,109,68
163,Synthetic Product 0163,Office,165.66,105.59,567,84
164,Synthetic Product 0164,Home,1840.67,445.61,739,5
165,Synthetic Product 0165,Accessories,546.86,350.46,383,11
166,Synthetic Product 0166,Home,236.15,189.48,601,34
167,Synthetic Product 0167,Accessories,99.41,12.22,333,70
168,Synthetic Product 0168,Office,768.49,342.58,427,14
169,Synthetic Product 0169,Sports,1450.78,205.21,664,27
170,Synthetic Product 0170,Sports,710.40,545.91,402,22
171,Synthetic Product 0171,Accessories,1697.87,1586.29,791,61
172,Synthetic Product 0172,Accessories,1367.13,465.84,8,80
173,Synthetic Product 0173,Accessories,1313.54,847.74,223,13
174,Synthetic Product 0174,Home,547.71,539.63,628,75
175,Synthetic Product 0175,Office,1812.29,1524.09,257,58
176,Synthetic Product 0176,Electronics,709.30,699.49,563,100
177,Synthetic Product 0177,Accessories,1461.37,841.47,488,45
178,Synthetic Product 0178,Electronics,1706.96,1487.91,492,51
179,Synthetic Product 0179,Office,1502.65,385.92,582,36
180,Synthetic Product 0180,Home,348.67,231.31,281,54
181,Synthetic Product 0181,Home,548.29,27.98,906,64
182,Synthetic Product 0182,Office,698.77,662.70,invalid-integer,8
183,Synthetic Product 0183,Office,715.90,583.53,419,43
184,Synthetic Product 0184,Home,1301.57,300.58,489,20
185,Synthetic Product 0185,Home,1157.44,1043.76,556,8
186,Synthetic Product 0186,Accessories,442.11,255.03,491,87
187,Synthetic Product 0187,Office,1031.71,697.05,968,41
188,Synthetic Product 0188,Home,1886.79,153.19,506,71
189,Synthetic Product 0189,Electronics,1411.57,707.07,447,82
190,Synthetic Product 0190,Home,1181.83,628.68,790,76
191,Synthetic Product 0191,Home,221.39,56.09,32,60
192,Synthetic Product 0192,Home,778.27,274.60,233,90
193,Synthetic Product 0193,Accessories,1279.96,206.00,560,78
194,Synthetic Product 0194,Electronics,1351.05,519.19,780,18
195,Synthetic Product 0195,Office,345.96,160.70,268,72
196,Synthetic Product 0196,Office,902.52,226.72,106,99
197,Synthetic Product 0197,Home,1984.28,770.28,6,40
198,Synthetic Product 0198,Office,301.62,198.43,325,95
199,Synthetic Product 0199,Office,1690.33,848.97,14,76
200,Synthetic Product 0200,Home,1604.10,1543.42,5,46
201,Synthetic Product 0201,Electronics,1277.42,1287.42,760,12
202,Synthetic Product 0202,Home,1967.89,1586.54,-1,42
203,Synthetic Product 0203,Accessories,982.62,943.32,899,37
204,Synthetic Product 0204,Office,830.59,17.71,961,77
205,Synthetic Product 0205,Electronics,1271.53,1145.10,111,77
206,Synthetic Product 0206,Office,151.54,8.17,948,28
207,Synthetic Product 0207,Accessories,1586.71,632.05,986,20
208,Synthetic Product 0208,Sports,611.87,598.58,899,75
209,Synthetic Product 0209,Sports,1075.19,643.63,15,33
210,Synthetic Product 0210,Sports,190.91,141.89,154,95
211,Synthetic Product 0211,Sports,1357.06,240.76,118,50
212,Synthetic Product 0212,Home,1030.78,689.69,900,5
213,Synthetic Product 0213,Home,1628.10,1458.27,804,80
214,Synthetic Product 0214,Home,1085.83,1085.08,470,80
215,Synthetic Product 0215,Sports,invalid-decimal,675.06,282,83
216,Synthetic Product 0216,Electronics,51.75,24.67,96,65
217,Synthetic Product 0217,Sports,804.57,751.65,688,31
218,Synthetic Product 0218,Home,246.68,194.61,866,8
219,Synthetic Product 0219,Accessories,invalid-decimal,724.20,712,28
220,Synthetic Product 0220,Office,853.81,311.39,860,56
221,Synthetic Product 0221,Home,1196.05,182.97,595,27
222,Synthetic Product 0222,Electronics,1905.25,250.58,830,32
223,Synthetic Product 0223,Electronics,1089.63,653.36,120,50
224,Synthetic Product 0224,Home,1498.11,505.26,482,13
225,Synthetic Product 0225,Sports,1376.41,1269.17,373,59
226,Synthetic Product 0226,Electronics,991.48,757.22,574,50
227,Synthetic Product 0227,Accessories,1765.53,784.16,513,44
228,Synthetic Product 0228,Home,1703.08,287.82,272,7
229,Synthetic Product 0229,Sports,1720.05,335.74,299,99
230,Synthetic Product 0230,Accessories,invalid-decimal,719.71,38,14
231,Synthetic Product 0231,Office,invalid-decimal,1061.03,275,28
232,Synthetic Product 0232,Office,92.99,83.05,invalid-integer,21
233,Synthetic Product 0233,Home,612.09,588.96,186,59
234,Synthetic Product 0234,Accessories,6.96,4.89,659,89
235,Synthetic Product 0235,Sports,168.23,39.63,-1,78
236,Synthetic Product 0236,Home,1950.20,857.29,532,64
237,Synthetic Product 0237,Accessories,380.52,247.76,946,13
238,Synthetic Product 0238,Electronics,1532.93,109.21,817,70
239,Synthetic Product 0239,Home,494.82,114.29,629,30
240,Synthetic Product 0240,Electronics,1797.33,659.33,919,35
241,Synthetic Product 0241,Home,840.61,805.88,382,33
242,Synthetic Product 0242,Home,183.08,107.46,641,14
243,Synthetic Product 0243,Sports,45.69,38.00,578,73
244,Synthetic Product 0244,Electronics,1217.78,998.01,invalid-integer,26
245,Synthetic Product 0245,Home,1886.12,775.35,333,77
246,Synthetic Product 0246,Home,1613.61,1363.05,991,55
247,Synthetic Product 0247,Electronics,632.18,587.22,160,86
248,Synthetic Product 0248,Sports,1740.47,197.18,800,46
249,Synthetic Product 0249,Accessories,930.26,402.31,530,7
250,Synthetic Product 0250,Office,991.43,697.59,899,20
251,Synthetic Product 0251,Sports,622.17,171.31,237,98
252,Synthetic Product 0252,Accessories,120.23,33.35,171,10
253,Synthetic Product 0253,Electronics,1089.68,230.82,619,84
254,Synthetic Product 0254,Sports,1121.40,934.98,938,5
255,Synthetic Product 0255,Electronics,1230.53,336.63,882,97
256,Synthetic Product 0256,Electronics,600.66,43.15,409,77
257,Synthetic Product 0257,Accessories,1196.73,791.83,951,15
258,Synthetic Product 0258,Sports,24.36,3.30,154,49
259,Synthetic Product 0259,Sports,1514.41,102.55,998,64
260,Synthetic Product 0260,Office,375.84,80.36,348,76
261,Synthetic Product 0261,Accessories,1520.73,119.48,569,7
262,Synthetic Product 0262,Sports,1630.45,1640.45,435,32
263,Synthetic Product 0263,Office,1398.36,119.82,622,91
264,Synthetic Product 0264,Sports,753.26,528.86,557,46
265,Synthetic Product 0265,Electronics,574.78,246.60,655,37
266,Synthetic Product 0266,Office,537.94,15.06,117,70
267,Synthetic Product 0267,Home,1167.45,731.24,164,85
268,Synthetic Product 0268,Office,1312.73,15.50,384,41
269,Synthetic Product 0269,Home,1222.87,930.29,34,90
270,Synthetic Product 0270,Home,1976.78,838.49,287,80
271,Synthetic Product 0271,Office,723.40,433.80,349,46
272,Synthetic Product 0272,Office,1142.48,917.03,936,53
273,Synthetic Product 0273,Home,1853.40,1844.91,895,95
274,Synthetic Product 0274,Home,1798.96,792.38,176,98
275,Synthetic Product 0275,Electronics,727.93,402.73,739,41
276,Synthetic Product 0276,Office,1700.73,1637.39,155,39
277,Synthetic Product 0277,Office,1275.44,1264.78,89,92
278,Synthetic Product 0278,Accessories,1215.12,860.92,796,99
279,Synthetic Product 0279,Accessories,1889.84,221.35,821,93
280,Synthetic Product 0280,Home,1519.36,1433.09,26,58
281,Synthetic Product 0281,Accessories,457.98,328.46,84,46
282,Synthetic Product 0282,Electronics,1761.86,897.89,384,12
283,Synthetic Product 0283,Accessories,1713.30,1463.87,422,13
284,Synthetic Product 0284,Sports,1125.76,100.72,363,75
285,Synthetic Product 0285,Home,1570.12,97.94,812,98
286,Synthetic Product 0286,Home,1043.56,181.99,284,17
287,Synthetic Product 0287,Office,1715.86,1651.33,177,28
288,Synthetic Product 0288,Office,1588.32,998.28,278,98
289,Synthetic Product 0289,Office,471.56,182.02,213,56
290,Synthetic Product 0290,Office,482.00,407.74,476,94
291,Synthetic Product 0291,Electronics,43.27,31.96,230,44
292,Synthetic Product 0292,Accessories,1680.19,398.96,187,33
293,Synthetic Product 0293,Electronics,1455.89,911.32,457,86
294,Synthetic Product 0294,Sports,801.77,399.97,497,16
295,Synthetic Product 0295,Electronics,1775.12,533.67,89,34
296,Synthetic Product 0296,Office,435.76,214.25,282,83
297,Synthetic Product 0297,Electronics,72.33,54.53,321,54
298,Synthetic Product 0298,Electronics,261.78,208.64,940,83
299,Synthetic Product 0299,Electronics,1501.00,1048.25,622,49
300,Synthetic Product 0300,Sports,1981.49,890.90,219,18
301,Synthetic Product 0301,Office,1865.31,260.95,55,76
302,Synthetic Product 0302,Electronics,852.81,272.19,62,88
303,Synthetic Product 0303,Home,435.30,374.08,542,69
304,Synthetic Product 0304,Electronics,254.21,175.17,14,94
305,Synthetic Product 0305,Sports,1610.34,1134.45,110,78
306,Synthetic Product 0306,Sports,210.02,78.45,615,31
307,Synthetic Product 0307,Electronics,1989.25,479.00,846,65
308,Synthetic Product 0308,Home,1509.31,743.59,971,11
309,Synthetic Product 0309,Electronics,52.42,28.32,331,86
310,Synthetic Product 0310,Sports,942.92,796.84,696,78
311,Synthetic Product 0311,Sports,955.51,860.58,873,52
312,Synthetic Product 0312,Home,1699.76,1675.12,643,14
313,Synthetic Product 0313,Accessories,813.44,758.77,770,98
314,Synthetic Product 0314,Home,91.42,24.53,451,66
315,Synthetic Product 0315,Accessories,1533.49,1334.22,619,26
316,Synthetic Product 0316,Electronics,1084.68,992.02,187,85
317,Synthetic Product 0317,Office,301.50,28.23,169,80
318,Synthetic Product 0318,Accessories,1871.24,677.93,807,39
319,Synthetic Product 0319,Sports,341.87,119.84,771,5
320,Synthetic Product 0320,Accessories,1085.74,739.09,163,88
321,Synthetic Product 0321,Office,15.28,12.08,708,21
322,Synthetic Product 0322,Sports,invalid-decimal,109.41,608,80
323,Synthetic Product 0323,Office,10.54,2.23,620,35
324,Synthetic Product 0324,Sports,494.81,434.18,830,24
325,Synthetic Product 0325,Sports,1600.12,1570.34,607,69
326,Synthetic Product 0326,Electronics,1843.16,1419.27,invalid-integer,7
327,Synthetic Product 0327,Office,375.18,6.09,358,46
328,Synthetic Product 0328,Accessories,476.55,374.53,709,76
329,Synthetic Product 0329,Office,1983.29,1796.46,933,96
330,Synthetic Product 0330,Accessories,1796.30,969.41,244,35
331,Synthetic Product 0331,Office,134.73,9.77,719,100
332,Synthetic Product 0332,Office,1919.77,753.11,454,31
333,Synthetic Product 0333,Electronics,1027.51,338.75,858,87
334,Synthetic Product 0334,Accessories,534.35,402.24,23,30
335,Synthetic Product 0335,Home,1341.59,149.59,456,55
336,Synthetic Product 0336,Sports,1943.78,540.53,994,28
337,Synthetic Product 0337,Home,1211.33,1202.70,953,50
338,Synthetic Product 0338,Electronics,invalid-decimal,332.41,890,54
339,Synthetic Product 0339,Sports,459.95,77.55,816,90
340,Synthetic Product 0340,Electronics,346.01,157.83,14,43
341,Synthetic Product 0341,Sports,invalid-decimal,674.70,67,78
342,Synthetic Product 0342,Accessories,550.00,230.41,18,72
343,Synthetic Product 0343,Home,1322.41,10.26,109,90
344,Synthetic Product 0344,Accessories,93.65,60.74,591,24
345,Synthetic Product 0345,Accessories,1501.75,1459.50,336,38
346,Synthetic Product 0346,Sports,1394.77,966.46,985,99
347,Synthetic Product 0347,Sports,341.64,192.56,337,51
348,Synthetic Product 0348,Home,987.68,714.39,436,94
349,Synthetic Product 0349,Sports,352.56,128.16,815,65
350,Synthetic Product 0350,Office,1211.15,958.93,968,58
351,Synthetic Product 0351,Office,440.38,245.93,318,41
352,Synthetic Product 0352,Accessories,215.99,101.78,85,88
353,Synthetic Product 0353,Accessories,1716.31,283.98,332,54
354,Synthetic Product 0354,Electronics,1619.75,1629.75,733,97
355,Synthetic Product 0355,Home,359.74,255.13,644,16
356,Synthetic Product 0356,Home,1747.88,260.88,750,68
357,Synthetic Product 0357,Accessories,916.26,568.45,221,46
358,Synthetic Product 0358,Home,1902.28,821.47,947,12
359,Synthetic Product 0359,Home,1478.55,71.95,729,62
360,Synthetic Product 0360,Office,214.05,43.01,invalid-integer,42
361,Synthetic Product 0361,Electronics,1507.66,293.95,727,29
362,Synthetic Product 0362,Office,171.33,103.03,406,73
363,Synthetic Product 0363,Accessories,1934.15,238.15,740,16
364,Synthetic Product 0364,Sports,76.95,65.38,343,30
365,Synthetic Product 0365,Electronics,1704.29,484.52,594,38
366,Synthetic Product 0366,Home,1557.78,1106.21,427,39
367,Synthetic Product 0367,Sports,1279.84,731.29,945,59
368,Synthetic Product 0368,Sports,161.68,102.86,919,87
369,Synthetic Product 0369,Home,199.18,119.26,266,94
370,Synthetic Product 0370,Sports,1716.54,645.70,339,83
371,Synthetic Product 0371,Home,709.15,216.08,431,71
372,Synthetic Product 0372,Accessories,468.21,422.70,422,6
373,Synthetic Product 0373,Office,334.75,61.09,947,24
374,Synthetic Product 0374,Sports,1219.51,60.27,216,98
375,Synthetic Product 0375,Electronics,552.27,332.97,152,90
376,Synthetic Product 0376,Accessories,285.81,8.20,123,94
377,Synthetic Product 0377,Accessories,622.91,32.85,494,42
378,Synthetic Product 0378,Sports,548.20,110.64,68,79
379,Synthetic Product 0379,Home,827.07,764.56,invalid-integer,47
380,Synthetic Product 0380,Accessories,92.97,85.96,852,81
381,Synthetic Product 0381,Sports,1282.35,447.16,486,44
382,Synthetic Product 0382,Home,393.26,229.01,472,15
383,Synthetic Product 0383,Electronics,1235.43,1229.55,719,40
384,Synthetic Product 0384,Home,28.68,4.90,420,32
385,Synthetic Product 0385,Sports,1176.53,623.13,195,67
386,Synthetic Product 0386,Home,275.26,141.64,61,72
387,Synthetic Product 0387,Home,438.87,50.03,744,85
388,Synthetic Product 0388,Office,1933.25,1081.32,441,73
389,Synthetic Product 0389,Office,795.97,679.20,510,33
390,Synthetic Product 0390,Accessories,1207.41,39.84,822,38
391,Synthetic Product 0391,Accessories,631.73,518.18,978,13
392,Synthetic Product 0392,Electronics,1474.45,1313.23,259,30
393,Synthetic Product 0393,Office,177.12,152.28,571,23
394,Synthetic Product 0394,Accessories,443.05,90.19,650,97
395,Synthetic Product 0395,Office,1300.58,1182.12,825,23
396,Synthetic Product 0396,Office,1636.82,1010.88,0,91
397,Synthetic Product 0397,Office,410.29,52.62,461,39
398,Synthetic Product 0398,Accessories,1135.22,1133.48,842,80
399,Synthetic Product 0399,Accessories,1048.35,335.38,759,47
400,Synthetic Product 0400,Electronics,826.36,239.25,804,100
401,Synthetic Product 0401,Electronics,1250.38,1189.27,370,76
402,Synthetic Product 0402,Home,1455.95,530.54,724,77
403,Synthetic Product 0403,Home,548.98,3.49,7,87
404,Synthetic Product 0404,Sports,962.82,871.15,48,74
405,Synthetic Product 0405,Home,1165.04,999.56,951,7
406,Synthetic Product 0406,Office,960.05,848.10,391,43
407,Synthetic Product 0407,Office,265.89,127.36,160,75
408,Synthetic Product 0408,Sports,1642.94,493.02,562,67
409,Synthetic Product 0409,Accessories,729.05,177.11,222,38
410,Synthetic Product 0410,Home,344.23,27.89,620,83
411,Synthetic Product 0411,Sports,1332.52,655.90,515,83
412,Synthetic Product 0412,Electronics,519.28,80.32,539,45
413,Synthetic Product 0413,Sports,1162.41,1157.29,571,39
414,Synthetic Product 0414,Office,1540.49,260.66,916,93
415,Synthetic Product 0415,Sports,1150.01,172.13,invalid-integer,23
416,Synthetic Product 0416,Electronics,1323.82,357.53,879,10
417,Synthetic Product 0417,Home,1068.02,1009.46,546,56
418,Synthetic Product 0418,Home,1941.61,332.71,484,10
419,Synthetic Product 0419,Office,1210.75,671.86,invalid-integer,63
420,Synthetic Product 0420,Home,131.22,81.18,317,33
421,Synthetic Product 0421,Home,1590.37,1021.40,408,9
422,Synthetic Product 0422,Home,986.64,318.53,459,19
423,Synthetic Product 0423,Accessories,1959.81,1115.68,988,75
424,Synthetic Product 0424,Accessories,1035.06,64.48,718,86
425,Synthetic Product 0425,Sports,1901.36,77.46,818,33
426,Synthetic Product 0426,Home,1500.04,663.15,990,12
427,Synthetic Product 0427,Electronics,1821.20,1002.96,733,37
428,Synthetic Product 0428,Electronics,1281.51,853.10,12,75
429,Synthetic Product 0429,Electronics,561.88,29.46,181,60
430,Synthetic Product 0430,Office,1364.57,1351.95,788,90
431,Synthetic Product 0431,Accessories,637.18,276.70,329,22
432,Synthetic Product 0432,Electronics,1160.44,843.95,490,27
433,Synthetic Product 0433,Home,1322.64,948.43,730,26
434,Synthetic Product 0434,Accessories,367.15,13.71,993,58
435,Synthetic Product 0435,Electronics,36.24,6.63,716,38
436,Synthetic Product 0436,Electronics,468.92,200.93,350,60
437,Synthetic Product 0437,Office,742.71,377.77,923,18
438,Synthetic Product 0438,Office,847.12,171.98,836,52
439,Synthetic Product 0439,Office,1516.84,1176.57,350,24
440,Synthetic Product 0440,Home,1178.62,505.34,978,69
441,Synthetic Product 0441,Office,1357.19,430.81,602,86
442,Synthetic Product 0442,Home,899.08,793.88,567,20
443,Synthetic Product 0443,Office,154.58,54.25,939,76
444,Synthetic Product 0444,Accessories,1831.96,1248.14,887,48
445,Synthetic Product 0445,Home,1200.20,284.56,797,29
446,Synthetic Product 0446,Home,112.16,104.95,357,23
447,Synthetic Product 0447,Accessories,644.93,345.56,753,43
448,Synthetic Product 0448,Home,1981.98,1487.80,20,94
449,Synthetic Product 0449,Electronics,996.46,429.31,332,53
450,Synthetic Product 0450,Sports,853.10,183.80,321,65
451,Synthetic Product 0451,Sports,1786.35,1215.88,922,61
452,Synthetic Product 0452,Electronics,1321.46,346.74,-1,99
453,Synthetic Product 0453,Sports,153.94,94.23,804,59
454,Synthetic Product 0454,Office,924.29,809.37,618,60
455,Synthetic Product 0455,Accessories,1606.65,108.47,681,11
456,Synthetic Product 0456,Accessories,1210.84,591.71,783,35
457,Synthetic Product 0457,Home,1694.23,102.81,460,37
458,Synthetic Product 0458,Accessories,1994.27,496.23,150,19
459,Synthetic Product 0459,Electronics,619.37,87.17,310,42
460,Synthetic Product 0460,Home,1238.73,532.25,628,21
461,Synthetic Product 0461,Electronics,1322.18,1155.01,166,35
462,Synthetic Product 0462,Accessories,invalid-decimal,176.34,683,74
463,Synthetic Product 0463,Electronics,1530.21,150.78,590,61
464,Synthetic Product 0464,Sports,1940.35,156.45,177,52
465,Synthetic Product 0465,Electronics,909.93,421.67,84,67
466,Synthetic Product 0466,Home,1207.00,789.64,386,62
467,Synthetic Product 0467,Accessories,336.01,142.39,280,85
468,Synthetic Product 0468,Home,40.64,38.53,56,9
